Date,Region,Birth,Birth_rate,Death,Death_rate,Divorce,Divorce_rate,Marriage,Marriage_rate,Natural_growth,Natural_growth_rate
12/1/2007,Chungcheongnam-do,1592,9.4,1269,7.5,366,2.2,1584,9.4,323,1.9
12/1/2007,Daegu,1704,8.05,1001,4.7,474,2.2,1748,8.3,703,3.3
12/1/2007,Daejeon,1096,8.75,544,4.3,267,2.1,1053,8.4,552,4.4
12/1/2007,Gangwon-do,962,7.53,922,7.2,334,2.6,1036,8.1,40,0.3
12/1/2007,Gwangju,1044,8.7,542,4.5,230,1.9,1036,8.6,502,4.2
12/1/2007,Gyeonggi-do,9388,9.97,3873,4.1,2211,2.3,9453,10,5515,5.9
12/1/2007,Gyeongsangbuk-do,1823,8,1756,7.7,447,2,1793,7.9,67,0.3
12/1/2007,Gyeongsangnam-do,2509,9.25,1652,6.1,563,2.1,2558,9.4,857,3.2
12/1/2007,Incheon,2083,9.21,1000,4.4,633,2.8,2097,9.3,1083,4.8
12/1/2007,Jeju,502,10.57,253,5.3,116,2.4,361,7.6,249,5.2
12/1/2007,Jeollabuk-do,1126,7.12,1152,7.3,360,2.3,1218,7.7,-26,-0.2
12/1/2007,Jeollanam-do,1339,8.17,1395,8.5,345,2.1,1172,7.1,-56,-0.3
12/1/2007,Seoul,7430,8.58,3472,4,1913,2.2,9386,10.8,3958,4.6
12/1/2007,Ulsan,901,9.65,375,4,163,1.7,877,9.4,526,5.6
12/1/2007,Whole country,36719,8.78,21822,5.2,9709,2.3,39767,9.5,14897,3.6
1/1/2008,Busan,2615,8.61,1717,5.7,704,2.3,1929,6.3,898,3
1/1/2008,Chungcheongbuk-do,1410,11.05,880,6.9,320,2.5,860,6.7,530,4.2
1/1/2008,Chungcheongnam-do,1941,11.48,1198,7.1,385,2.3,1241,7.3,743,4.4
1/1/2008,Daegu,2075,9.82,1042,4.9,464,2.2,1215,5.8,1033,4.9
1/1/2008,Daejeon,1562,12.49,523,4.2,292,2.3,860,6.9,1039,8.3
1/1/2008,Gangwon-do,1275,10.01,914,7.2,295,2.3,802,6.3,361,2.8
1/1/2008,Gwangju,1450,12.11,525,4.4,297,2.5,751,6.3,925,7.7
1/1/2008,Gyeonggi-do,12005,12.75,3870,4.1,2677,2.8,6932,7.4,8135,8.6
1/1/2008,Gyeongsangbuk-do,2318,10.21,1773,7.8,505,2.2,1552,6.8,545,2.4
1/1/2008,Gyeongsangnam-do,3033,11.2,1771,6.5,648,2.4,2022,7.5,1262,4.7
1/1/2008,Incheon,2417,10.7,1029,4.6,664,2.9,1514,6.7,1388,6.1
1/1/2008,Jeju,543,11.47,254,5.4,125,2.6,315,6.7,289,6.1
1/1/2008,Jeollabuk-do,1700,10.79,1175,7.5,391,2.5,1072,6.8,525,3.3
1/1/2008,Jeollanam-do,1698,10.39,1394,8.5,359,2.2,1098,6.7,304,1.9
1/1/2008,Seoul,9630,11.15,3390,3.9,2039,2.4,5955,6.9,6240,7.2
1/1/2008,Ulsan,1075,11.53,390,4.2,239,2.6,801,8.6,685,7.3
1/1/2008,Whole country,46747,11.2,21845,5.2,10645,2.6,29503,7.1,24902,6
2/1/2008,Busan,2174,7.65,1651,5.8,722,2.5,1648,5.8,523,1.8
2/1/2008,Chungcheongbuk-do,1190,9.96,834,7,295,2.5,667,5.6,356,3
2/1/2008,Chungcheongnam-do,1707,10.78,1173,7.4,358,2.3,927,5.9,534,3.4
2/1/2008,Daegu,1765,8.93,1022,5.2,414,2.1,1118,5.7,743,3.8
2/1/2008,Daejeon,1226,10.48,544,4.6,276,2.4,695,5.9,682,5.8
2/1/2008,Gangwon-do,1079,9.06,894,7.5,280,2.4,586,4.9,185,1.6
2/1/2008,Gwangju,1212,10.8,512,4.6,274,2.4,658,5.9,700,6.2
2/1/2008,Gyeonggi-do,10234,11.6,3630,4.1,2355,2.7,5672,6.4,6604,7.5
2/1/2008,Gyeongsangbuk-do,1968,9.27,1691,8,431,2,1223,5.8,277,1.3
2/1/2008,Gyeongsangnam-do,2636,10.41,1751,6.9,600,2.4,1642,6.5,885,3.5
2/1/2008,Incheon,2074,9.8,988,4.7,663,3.1,1352,6.4,1086,5.1
2/1/2008,Jeju,465,10.5,268,6.1,115,2.6,295,6.7,197,4.4
2/1/2008,Jeollabuk-do,1344,9.13,1178,8,369,2.5,787,5.3,166,1.1
2/1/2008,Jeollanam-do,1395,9.14,1417,9.3,361,2.4,839,5.5,-22,-0.1
2/1/2008,Seoul,8097,10.01,3152,3.9,1862,2.3,5168,6.4,4945,6.1
2/1/2008,Ulsan,929,10.64,351,4,181,2.1,614,7,578,6.6
2/1/2008,Whole country,39495,10.11,21056,5.4,9836,2.5,24486,6.3,18439,4.7
3/1/2008,Busan,2387,7.87,1767,5.8,677,2.2,1665,5.5,620,2
3/1/2008,Chungcheongbuk-do,1275,9.98,904,7.1,338,2.6,871,6.8,371,2.9
3/1/2008,Chungcheongnam-do,1670,9.85,1203,7.1,460,2.7,1163,6.9,467,2.8
3/1/2008,Daegu,1804,8.54,1067,5.1,524,2.5,1257,6,737,3.5
3/1/2008,Daejeon,1255,10.03,571,4.6,377,3,786,6.3,684,5.5
3/1/2008,Gangwon-do,1130,8.87,970,7.6,374,2.9,731,5.7,160,1.3
3/1/2008,Gwangju,1240,10.34,616,5.1,312,2.6,763,6.4,624,5.2
3/1/2008,Gyeonggi-do,10531,11.16,4060,4.3,2770,2.9,6666,7.1,6471,6.9
3/1/2008,Gyeongsangbuk-do,2151,9.49,1793,7.9,500,2.2,1346,5.9,358,1.6
3/1/2008,Gyeongsangnam-do,2740,10.12,1814,6.7,629,2.3,1777,6.6,926,3.4
3/1/2008,Incheon,2328,10.28,1012,4.5,732,3.2,1598,7.1,1316,5.8
3/1/2008,Jeju,503,10.62,253,5.3,105,2.2,324,6.8,250,5.3
3/1/2008,Jeollabuk-do,1391,8.84,1249,7.9,392,2.5,897,5.7,142,0.9
3/1/2008,Jeollanam-do,1503,9.22,1559,9.6,356,2.2,960,5.9,-56,-0.3
3/1/2008,Seoul,8411,9.73,3409,3.9,2175,2.5,6102,7.1,5002,5.8
3/1/2008,Ulsan,999,10.69,362,3.9,239,2.6,671,7.2,637,6.8
3/1/2008,Whole country,41318,9.89,22609,5.4,11263,2.7,28355,6.8,18709,4.5
4/1/2008,Busan,2224,7.58,1567,5.3,715,2.4,1532,5.2,657,2.2
4/1/2008,Chungcheongbuk-do,1140,9.21,826,6.7,321,2.6,779,6.3,314,2.5
4/1/2008,Chungcheongnam-do,1631,9.93,1130,6.9,423,2.6,1181,7.2,501,3.1
4/1/2008,Daegu,1799,8.8,1000,4.9,468,2.3,1008,4.9,799,3.9
4/1/2008,Daejeon,1253,10.35,492,4.1,337,2.8,785,6.5,761,6.3
4/1/2008,Gangwon-do,956,7.76,886,7.2,342,2.8,706,5.7,70,0.6
4/1/2008,Gwangju,1122,9.67,469,4,262,2.3,680,5.9,653,5.6
4/1/2008,Gyeonggi-do,9878,10.8,3634,4,2767,3,6374,7,6244,6.8
4/1/2008,Gyeongsangbuk-do,2034,9.27,1678,7.6,501,2.3,1243,5.7,356,1.6
4/1/2008,Gyeongsangnam-do,2660,10.14,1563,6,633,2.4,1544,5.9,1097,4.2
4/1/2008,Incheon,2149,9.8,932,4.2,725,3.3,1547,7.1,1217,5.5
4/1/2008,Jeju,414,9.03,210,4.6,130,2.8,309,6.7,204,4.5
4/1/2008,Jeollabuk-do,1352,8.89,1079,7.1,298,2,852,5.6,273,1.8
4/1/2008,Jeollanam-do,1348,8.54,1333,8.4,386,2.4,838,5.3,15,0.1
4/1/2008,Seoul,7861,9.4,3121,3.7,2194,2.6,5850,7,4740,5.7
4/1/2008,Ulsan,962,10.63,339,3.7,209,2.3,548,6.1,623,6.9
4/1/2008,Whole country,38783,9.59,20259,5,11023,2.7,26536,6.6,18524,4.6
5/1/2008,Busan,2130,7.03,1649,5.4,704,2.3,1923,6.3,481,1.6
5/1/2008,Chungcheongbuk-do,1110,8.67,813,6.3,298,2.3,873,6.8,297,2.3
5/1/2008,Chungcheongnam-do,1682,9.91,1118,6.6,421,2.5,1279,7.5,564,3.3
5/1/2008,Daegu,1657,7.85,967,4.6,426,2,1229,5.8,690,3.3
5/1/2008,Daejeon,1233,9.85,501,4,294,2.3,919,7.3,732,5.9
5/1/2008,Gangwon-do,961,7.54,860,6.7,309,2.4,815,6.4,101,0.8
5/1/2008,Gwangju,1087,9.06,501,4.2,268,2.2,843,7,586,4.9
5/1/2008,Gyeonggi-do,9710,10.26,3647,3.9,2692,2.8,7318,7.7,6063,6.4
5/1/2008,Gyeongsangbuk-do,1908,8.42,1650,7.3,533,2.4,1446,6.4,258,1.1
5/1/2008,Gyeongsangnam-do,2493,9.19,1534,5.7,639,2.4,2006,7.4,959,3.5
5/1/2008,Incheon,2086,9.19,957,4.2,642,2.8,1680,7.4,1129,5
5/1/2008,Jeju,425,8.97,232,4.9,112,2.4,322,6.8,193,4.1
5/1/2008,Jeollabuk-do,1290,8.21,1057,6.7,310,2,992,6.3,233,1.5
5/1/2008,Jeollanam-do,1294,7.94,1350,8.3,369,2.3,957,5.9,-56,-0.3
5/1/2008,Seoul,7628,8.82,3133,3.6,2245,2.6,6743,7.8,4495,5.2
5/1/2008,Ulsan,904,9.66,348,3.7,217,2.3,797,8.5,556,5.9
5/1/2008,Whole country,37598,8.99,20317,4.9,10773,2.6,30865,7.4,17281,4.1
6/1/2008,Busan,1934,6.6,1536,5.2,674,2.3,1732,5.9,398,1.4
6/1/2008,Chungcheongbuk-do,1085,8.75,722,5.8,328,2.6,798,6.4,363,2.9
6/1/2008,Chungcheongnam-do,1492,9.07,1057,6.4,435,2.6,1098,6.7,435,2.6
6/1/2008,Daegu,1563,7.65,846,4.1,426,2.1,1116,5.5,717,3.5
6/1/2008,Daejeon,1137,9.39,473,3.9,345,2.8,809,6.7,664,5.5
6/1/2008,Gangwon-do,962,7.8,826,6.7,317,2.6,751,6.1,136,1.1
6/1/2008,Gwangju,1075,9.26,473,4.1,249,2.1,716,6.2,602,5.2
6/1/2008,Gyeonggi-do,8984,9.8,3416,3.7,2850,3.1,6421,7,5568,6.1
6/1/2008,Gyeongsangbuk-do,1756,8.01,1470,6.7,485,2.2,1284,5.9,286,1.3
6/1/2008,Gyeongsangnam-do,2311,8.8,1461,5.6,684,2.6,1732,6.6,850,3.2
6/1/2008,Incheon,1884,8.57,838,3.8,718,3.3,1548,7,1046,4.8
6/1/2008,Jeju,414,9.03,201,4.4,96,2.1,273,6,213,4.6
6/1/2008,Jeollabuk-do,1119,7.36,1036,6.8,389,2.6,871,5.7,83,0.5
6/1/2008,Jeollanam-do,1244,7.89,1241,7.9,390,2.5,818,5.2,3,0
6/1/2008,Seoul,7187,8.6,2895,3.5,2311,2.8,5892,7,4292,5.1
6/1/2008,Ulsan,888,9.8,310,3.4,229,2.5,667,7.4,578,6.4
6/1/2008,Whole country,35035,8.66,18801,4.6,11264,2.8,27220,6.7,16234,4
7/1/2008,Busan,2200,7.27,1528,5,691,2.3,1528,5,672,2.2
7/1/2008,Chungcheongbuk-do,1162,9.06,735,5.7,254,2,731,5.7,427,3.3
7/1/2008,Chungcheongnam-do,1542,9.06,1069,6.3,356,2.1,1022,6,473,2.8
7/1/2008,Daegu,1682,7.97,884,4.2,381,1.8,1126,5.3,798,3.8
7/1/2008,Daejeon,1161,9.28,499,4,214,1.7,681,5.4,662,5.3
7/1/2008,Gangwon-do,1081,8.47,861,6.7,271,2.1,716,5.6,220,1.7
7/1/2008,Gwangju,1171,9.75,461,3.8,200,1.7,633,5.3,710,5.9
7/1/2008,Gyeonggi-do,9697,10.22,3398,3.6,2042,2.2,6241,6.6,6299,6.6
7/1/2008,Gyeongsangbuk-do,1958,8.64,1568,6.9,414,1.8,1264,5.6,390,1.7
7/1/2008,Gyeongsangnam-do,2522,9.28,1491,5.5,503,1.9,1565,5.8,1031,3.8
7/1/2008,Incheon,2091,9.19,920,4,537,2.4,1475,6.5,1171,5.1
7/1/2008,Jeju,477,10.06,214,4.5,92,1.9,285,6,263,5.5
7/1/2008,Jeollabuk-do,1293,8.23,1045,6.7,272,1.7,782,5,248,1.6
7/1/2008,Jeollanam-do,1375,8.44,1215,7.5,319,2,794,4.9,160,1
7/1/2008,Seoul,7690,8.9,3063,3.5,2041,2.4,5902,6.8,4627,5.4
7/1/2008,Ulsan,940,10.03,316,3.4,186,2,593,6.3,624,6.7
7/1/2008,Whole country,38042,9.09,19267,4.6,9141,2.2,26098,6.2,18775,4.5
8/1/2008,Busan,2225,7.35,1457,4.8,476,1.6,1443,4.8,768,2.5
8/1/2008,Chungcheongbuk-do,1143,8.91,775,6,184,1.4,626,4.9,368,2.9
8/1/2008,Chungcheongnam-do,1612,9.47,1068,6.3,244,1.4,846,5,544,3.2
8/1/2008,Daegu,1628,7.71,879,4.2,248,1.2,963,4.6,749,3.5
8/1/2008,Daejeon,1268,10.12,432,3.4,153,1.2,626,5,836,6.7
8/1/2008,Gangwon-do,964,7.55,822,6.4,170,1.3,525,4.1,142,1.1
8/1/2008,Gwangju,1215,10.11,494,4.1,126,1,593,4.9,721,6
8/1/2008,Gyeonggi-do,9670,10.18,3564,3.8,1483,1.6,5739,6,6106,6.4
8/1/2008,Gyeongsangbuk-do,1856,8.19,1560,6.9,292,1.3,1069,4.7,296,1.3
8/1/2008,Gyeongsangnam-do,2546,9.36,1584,5.8,378,1.4,1337,4.9,962,3.5
8/1/2008,Incheon,2017,8.86,843,3.7,434,1.9,1329,5.8,1174,5.2
8/1/2008,Jeju,437,9.21,200,4.2,67,1.4,239,5,237,5
8/1/2008,Jeollabuk-do,1324,8.43,1042,6.6,193,1.2,707,4.5,282,1.8
8/1/2008,Jeollanam-do,1342,8.24,1194,7.3,215,1.3,732,4.5,148,0.9
8/1/2008,Seoul,7622,8.83,3037,3.5,1345,1.6,5595,6.5,4585,5.3
8/1/2008,Ulsan,918,9.78,363,3.9,104,1.1,540,5.8,555,5.9
8/1/2008,Whole country,37787,9.03,19314,4.6,6364,1.5,23659,5.7,18473,4.4
9/1/2008,Busan,2268,7.75,1525,5.2,480,1.6,1162,4,743,2.5
9/1/2008,Chungcheongbuk-do,1195,9.62,707,5.7,155,1.2,566,4.6,488,3.9
9/1/2008,Chungcheongnam-do,1716,10.41,1057,6.4,233,1.4,847,5.1,659,4
9/1/2008,Daegu,1718,8.41,876,4.3,317,1.6,799,3.9,842,4.1
9/1/2008,Daejeon,1318,10.87,484,4,146,1.2,575,4.7,834,6.9
9/1/2008,Gangwon-do,1044,8.45,845,6.8,183,1.5,533,4.3,199,1.6
9/1/2008,Gwangju,1116,9.59,478,4.1,144,1.2,467,4,638,5.5
9/1/2008,Gyeonggi-do,10418,11.31,3339,3.6,1658,1.8,4849,5.3,7079,7.7
9/1/2008,Gyeongsangbuk-do,1930,8.8,1457,6.6,293,1.3,921,4.2,473,2.2
9/1/2008,Gyeongsangnam-do,2775,10.54,1426,5.4,403,1.5,1191,4.5,1349,5.1
9/1/2008,Incheon,2181,9.9,911,4.1,445,2,1175,5.3,1270,5.8
9/1/2008,Jeju,514,11.19,225,4.9,52,1.1,200,4.4,289,6.3
9/1/2008,Jeollabuk-do,1412,9.29,1000,6.6,207,1.4,586,3.9,412,2.7
9/1/2008,Jeollanam-do,1350,8.57,1121,7.1,238,1.5,603,3.8,229,1.5
9/1/2008,Seoul,8077,9.66,2903,3.5,1356,1.6,4609,5.5,5174,6.2
9/1/2008,Ulsan,1005,11.06,327,3.6,117,1.3,363,4,678,7.5
9/1/2008,Whole country,40037,9.88,18681,4.6,6704,1.7,20129,5,21356,5.3
10/1/2008,Busan,2307,7.63,1670,5.5,645,2.1,1580,5.2,637,2.1
10/1/2008,Chungcheongbuk-do,1167,9.08,863,6.7,271,2.1,736,5.7,304,2.4
10/1/2008,Chungcheongnam-do,1682,9.86,1204,7.1,359,2.1,1056,6.2,478,2.8
10/1/2008,Daegu,1794,8.49,985,4.7,427,2,1050,5,809,3.8
10/1/2008,Daejeon,1248,9.95,551,4.4,250,2,799,6.4,697,5.6
10/1/2008,Gangwon-do,1010,7.91,857,6.7,287,2.2,649,5.1,153,1.2
10/1/2008,Gwangju,1168,9.7,538,4.5,231,1.9,673,5.6,630,5.2
10/1/2008,Gyeonggi-do,10210,10.71,3880,4.1,2312,2.4,6141,6.4,6330,6.6
10/1/2008,Gyeongsangbuk-do,2025,8.94,1647,7.3,454,2,1125,5,378,1.7
10/1/2008,Gyeongsangnam-do,2793,10.25,1707,6.3,608,2.2,1594,5.9,1086,4
10/1/2008,Incheon,2187,9.6,998,4.4,600,2.6,1393,6.1,1189,5.2
10/1/2008,Jeju,498,10.49,234,4.9,97,2,265,5.6,264,5.6
10/1/2008,Jeollabuk-do,1316,8.38,1131,7.2,352,2.2,788,5,185,1.2
10/1/2008,Jeollanam-do,1300,7.99,1414,8.7,293,1.8,823,5.1,-114,-0.7
10/1/2008,Seoul,8175,9.46,3412,3.9,1909,2.2,5547,6.4,4763,5.5
10/1/2008,Ulsan,1006,10.7,346,3.7,195,2.1,623,6.6,660,7
10/1/2008,Whole country,39886,9.52,21437,5.1,9603,2.3,25543,6.1,18449,4.4
11/1/2008,Busan,2185,7.47,1640,5.6,661,2.3,1608,5.5,545,1.9
11/1/2008,Chungcheongbuk-do,1123,9.02,833,6.7,248,2,850,6.8,290,2.3
11/1/2008,Chungcheongnam-do,1561,9.45,1131,6.8,366,2.2,1086,6.6,430,2.6
11/1/2008,Daegu,1560,7.63,983,4.8,424,2.1,1150,5.6,577,2.8
11/1/2008,Daejeon,1180,9.72,507,4.2,243,2,810,6.7,673,5.5
11/1/2008,Gangwon-do,959,7.76,852,6.9,257,2.1,720,5.8,107,0.9
11/1/2008,Gwangju,1063,9.12,510,4.4,207,1.8,692,5.9,553,4.7
11/1/2008,Gyeonggi-do,9250,10.01,3803,4.1,2185,2.4,6419,6.9,5447,5.9
11/1/2008,Gyeongsangbuk-do,1875,8.55,1645,7.5,410,1.9,1308,6,230,1
11/1/2008,Gyeongsangnam-do,2532,9.59,1647,6.2,544,2.1,1642,6.2,885,3.4
11/1/2008,Incheon,2001,9.07,950,4.3,555,2.5,1490,6.8,1051,4.8
11/1/2008,Jeju,457,9.95,262,5.7,117,2.5,261,5.7,195,4.2
11/1/2008,Jeollabuk-do,1215,7.99,1112,7.3,282,1.9,862,5.7,103,0.7
11/1/2008,Jeollanam-do,1274,8.09,1299,8.3,367,2.3,851,5.4,-25,-0.2
11/1/2008,Seoul,7348,8.79,3369,4,1833,2.2,5845,7,3979,4.8
11/1/2008,Ulsan,890,9.77,373,4.1,182,2,664,7.3,517,5.7
11/1/2008,Whole country,36473,8.99,20916,5.2,9192,2.3,26834,6.6,15557,3.8
12/1/2008,Busan,2021,6.69,1678,5.6,759,2.5,2399,7.9,343,1.1
12/1/2008,Chungcheongbuk-do,1064,8.27,825,6.4,342,2.7,1155,9,239,1.9
12/1/2008,Chungcheongnam-do,1513,8.86,1184,6.9,432,2.5,1608,9.4,329,1.9
12/1/2008,Daegu,1517,7.18,1054,5,486,2.3,1712,8.1,463,2.2
12/1/2008,Daejeon,1015,8.09,528,4.2,309,2.5,1154,9.2,487,3.9
12/1/2008,Gangwon-do,952,7.45,919,7.2,309,2.4,983,7.7,33,0.3
12/1/2008,Gwangju,971,8.06,555,4.6,266,2.2,1003,8.3,416,3.5
12/1/2008,Gyeonggi-do,8810,9.22,3927,4.1,2588,2.7,9232,9.7,4883,5.1
12/1/2008,Gyeongsangbuk-do,1759,7.77,1722,7.6,469,2.1,1853,8.2,37,0.2
12/1/2008,Gyeongsangnam-do,2452,8.98,1592,5.8,712,2.6,2445,9,860,3.2
12/1/2008,Incheon,1950,8.55,988,4.3,699,3.1,2007,8.8,962,4.2
12/1/2008,Jeju,446,9.39,260,5.5,130,2.7,357,7.5,186,3.9
12/1/2008,Jeollabuk-do,1122,7.14,1137,7.2,329,2.1,1203,7.7,-15,-0.1
12/1/2008,Jeollanam-do,1240,7.63,1481,9.1,368,2.3,1167,7.2,-241,-1.5
12/1/2008,Seoul,7010,8.11,3414,4,2009,2.3,8545,9.9,3596,4.2
12/1/2008,Ulsan,849,9.01,347,3.7,197,2.1,956,10.2,502,5.3
12/1/2008,Whole country,34691,8.27,21611,5.2,10727,2.6,38487,9.2,13080,3.1
1/1/2009,Busan,2411,7.97,1739,5.7,695,2.3,1907,6.3,672,2.2
1/1/2009,Chungcheongbuk-do,1391,10.78,869,6.7,264,2,766,5.9,522,4
1/1/2009,Chungcheongnam-do,1877,10.95,1228,7.2,390,2.3,1121,6.5,649,3.8
1/1/2009,Daegu,1882,8.89,1088,5.1,430,2,1280,6,794,3.8
1/1/2009,Daejeon,1441,11.45,560,4.5,254,2,820,6.5,881,7
1/1/2009,Gangwon-do,1179,9.2,956,7.5,242,1.9,725,5.7,223,1.7
1/1/2009,Gwangju,1396,11.55,565,4.7,252,2.1,763,6.3,831,6.9
1/1/2009,Gyeonggi-do,11226,11.7,4117,4.3,2157,2.2,6586,6.9,7109,7.4
1/1/2009,Gyeongsangbuk-do,2189,9.64,1875,8.3,427,1.9,1368,6,314,1.4
1/1/2009,Gyeongsangnam-do,2878,10.51,1775,6.5,597,2.2,1934,7.1,1103,4
1/1/2009,Incheon,2434,10.64,1088,4.8,627,2.7,1492,6.5,1346,5.9
1/1/2009,Jeju,520,10.92,261,5.5,88,1.8,283,5.9,259,5.4
1/1/2009,Jeollabuk-do,1629,10.34,1243,7.9,355,2.3,869,5.5,386,2.4
1/1/2009,Jeollanam-do,1692,10.38,1464,9,310,1.9,968,5.9,228,1.4
1/1/2009,Seoul,8952,10.33,3535,4.1,1807,2.1,6168,7.1,5417,6.3
1/1/2009,Ulsan,1052,11.13,411,4.3,211,2.2,769,8.1,641,6.8
1/1/2009,Whole country,44149,10.49,22774,5.4,9395,2.2,28372,6.7,21375,5.1
2/1/2009,Busan,2099,7.68,1415,5.2,712,2.6,1440,5.3,684,2.5
2/1/2009,Chungcheongbuk-do,1102,9.45,791,6.8,286,2.5,645,5.5,311,2.7
2/1/2009,Chungcheongnam-do,1552,10.02,1104,7.1,395,2.5,927,6,448,2.9
2/1/2009,Daegu,1571,8.21,968,5.1,463,2.4,1037,5.4,603,3.2
2/1/2009,Daejeon,1146,10.08,487,4.3,273,2.4,673,5.9,659,5.8
2/1/2009,Gangwon-do,1041,9,771,6.7,298,2.6,605,5.2,270,2.3
2/1/2009,Gwangju,1088,9.96,502,4.6,226,2.1,625,5.7,586,5.4
2/1/2009,Gyeonggi-do,9417,10.86,3562,4.1,2312,2.7,5370,6.2,5855,6.8
2/1/2009,Gyeongsangbuk-do,1933,9.43,1522,7.4,429,2.1,1113,5.4,411,2
2/1/2009,Gyeongsangnam-do,2558,10.34,1420,5.7,592,2.4,1439,5.8,1138,4.6
2/1/2009,Incheon,2020,9.78,886,4.3,645,3.1,1290,6.2,1134,5.5
2/1/2009,Jeju,400,9.3,214,5,122,2.8,289,6.7,186,4.3
2/1/2009,Jeollabuk-do,1258,8.84,1023,7.2,303,2.1,729,5.1,235,1.7
2/1/2009,Jeollanam-do,1310,8.91,1187,8.1,357,2.4,820,5.6,123,0.8
2/1/2009,Seoul,7240,9.24,3134,4,1886,2.4,4993,6.4,4106,5.2
2/1/2009,Ulsan,946,11.08,321,3.8,205,2.4,527,6.2,625,7.3
2/1/2009,Whole country,36681,9.65,19307,5.1,9828,2.6,23255,6.1,17374,4.6
3/1/2009,Busan,2222,7.35,1616,5.3,754,2.5,1486,4.9,606,2
3/1/2009,Chungcheongbuk-do,1242,9.62,890,6.9,330,2.6,773,6,352,2.7
3/1/2009,Chungcheongnam-do,1676,9.77,1154,6.7,414,2.4,1090,6.4,522,3
3/1/2009,Daegu,1697,8.01,963,4.5,490,2.3,1059,5,734,3.5
3/1/2009,Daejeon,1260,10.01,497,3.9,278,2.2,756,6,763,6.1
3/1/2009,Gangwon-do,1080,8.43,901,7,316,2.5,642,5,179,1.4
3/1/2009,Gwangju,1163,9.61,528,4.4,241,2,751,6.2,635,5.2
3/1/2009,Gyeonggi-do,10252,10.67,3888,4,2528,2.6,6047,6.3,6364,6.6
3/1/2009,Gyeongsangbuk-do,2018,8.9,1710,7.5,431,1.9,1197,5.3,308,1.4
3/1/2009,Gyeongsangnam-do,2754,10.05,1569,5.7,629,2.3,1542,5.6,1185,4.3
3/1/2009,Incheon,2257,9.86,1001,4.4,697,3,1401,6.1,1256,5.5
3/1/2009,Jeju,545,11.44,230,4.8,146,3.1,293,6.2,315,6.6
3/1/2009,Jeollabuk-do,1389,8.82,1129,7.2,367,2.3,870,5.5,260,1.7
3/1/2009,Jeollanam-do,1393,8.56,1273,7.8,347,2.1,909,5.6,120,0.7
3/1/2009,Seoul,7912,9.11,3333,3.8,2025,2.3,5591,6.4,4579,5.3
3/1/2009,Ulsan,974,10.31,344,3.6,252,2.7,592,6.3,630,6.7
3/1/2009,Whole country,39834,9.46,21026,5,10559,2.5,25817,6.1,18808,4.5
4/1/2009,Busan,2082,7.12,1659,5.7,676,2.3,1416,4.8,423,1.4
4/1/2009,Chungcheongbuk-do,1182,9.46,781,6.2,254,2,670,5.4,401,3.2
4/1/2009,Chungcheongnam-do,1613,9.71,1179,7.1,359,2.2,1074,6.5,434,2.6
4/1/2009,Daegu,1668,8.14,934,4.6,418,2,1001,4.9,734,3.6
4/1/2009,Daejeon,1123,9.22,486,4,300,2.5,741,6.1,637,5.2
4/1/2009,Gangwon-do,1041,8.39,935,7.5,281,2.3,691,5.6,106,0.9
4/1/2009,Gwangju,1111,9.48,483,4.1,246,2.1,665,5.7,628,5.4
4/1/2009,Gyeonggi-do,9535,10.24,3813,4.1,2449,2.6,5795,6.2,5722,6.1
4/1/2009,Gyeongsangbuk-do,1914,8.72,1622,7.4,409,1.9,1190,5.4,292,1.3
4/1/2009,Gyeongsangnam-do,2558,9.64,1626,6.1,579,2.2,1567,5.9,932,3.5
4/1/2009,Incheon,2092,9.45,1013,4.6,645,2.9,1332,6,1079,4.9
4/1/2009,Jeju,445,9.65,254,5.5,103,2.2,300,6.5,191,4.1
4/1/2009,Jeollabuk-do,1275,8.37,1101,7.2,358,2.3,816,5.4,174,1.1
4/1/2009,Jeollanam-do,1334,8.47,1346,8.5,322,2,859,5.5,-12,-0.1
4/1/2009,Seoul,7665,9.12,3346,4,1962,2.3,5267,6.3,4319,5.1
4/1/2009,Ulsan,901,9.85,346,3.8,161,1.8,559,6.1,555,6.1
4/1/2009,Whole country,37539,9.21,20924,5.1,9861,2.4,24734,6.1,16615,4.1
5/1/2009,Busan,2076,6.88,1564,5.2,685,2.3,1769,5.9,512,1.7
5/1/2009,Chungcheongbuk-do,1110,8.59,866,6.7,301,2.3,816,6.3,244,1.9
5/1/2009,Chungcheongnam-do,1616,9.41,1156,6.7,445,2.6,1166,6.8,460,2.7
5/1/2009,Daegu,1537,7.26,1070,5.1,425,2,1208,5.7,467,2.2
5/1/2009,Daejeon,1082,8.6,511,4.1,304,2.4,812,6.5,571,4.5
5/1/2009,Gangwon-do,968,7.55,924,7.2,299,2.3,727,5.7,44,0.3
5/1/2009,Gwangju,1097,9.06,521,4.3,258,2.1,755,6.2,576,4.8
5/1/2009,Gyeonggi-do,9176,9.53,3907,4.1,2395,2.5,6834,7.1,5269,5.5
5/1/2009,Gyeongsangbuk-do,1751,7.72,1748,7.7,430,1.9,1323,5.8,3,0
5/1/2009,Gyeongsangnam-do,2431,8.86,1649,6,631,2.3,1806,6.6,782,2.9
5/1/2009,Incheon,2012,8.79,1029,4.5,662,2.9,1462,6.4,983,4.3
5/1/2009,Jeju,419,8.79,268,5.6,118,2.5,310,6.5,151,3.2
